,PseudoTime1,PseudoTime2
E2023_90,0.17871,NA
E2762_134,0.26707,NA
E2188_421,NA,0.84337
E2190_113,NA,0.2249
E4862_421,NA,0.84337
E1436_252,0.50402,NA
E463_302,NA,0.60442
E983_31,NA,0.06024
E2192_201,NA,0.40161
E1058_222,0.44378,NA
E2583_33,NA,0.06426
E3044_3,0.00402,NA
E2968_413,0.82731,NA
E4994_86,0.17068,NA
E360_407,NA,0.81526
E1522_496,NA,0.99398
E3364_444,0.88956,NA
E4337_224,NA,0.44779
E2034_405,NA,0.81124
E4614_216,NA,0.43173
E1044_183,NA,0.36546
E117_229,0.45783,NA
E3941_403,0.80723,NA
E4214_305,NA,0.61044
E465_314,0.62851,NA
E2255_96,NA,0.19076
E1301_259,0.51807,NA
E2669_375,NA,0.751
E4567_210,NA,0.41968
E2745_307,0.61446,NA
E3450_104,0.20683,NA
E2722_491,NA,0.98394
E3563_20,NA,0.03815
E4367_315,0.63052,NA
E2708_434,NA,0.86948
E1059_112,NA,0.22289
E3825_86,0.17068,NA
E2769_17,NA,0.03213
E1244_282,0.56426,NA
E1936_58,NA,0.11446
E4639_27,NA,0.05221
E519_496,NA,0.99398
E3826_115,NA,0.22892
E1455_315,0.63052,NA
E833_188,0.3755,NA
E2699_497,NA,0.99598
E483_395,NA,0.79116
E4157_245,0.48996,NA
E4989_191,NA,0.38153
E1768_497,0.99598,NA
E877_47,0.09237,NA
E2447_129,NA,0.25703
E3886_184,0.36747,NA
E766_427,NA,0.85542
E2204_149,0.29719,NA
E3111_90,0.17871,NA
E4603_350,0.7008,NA
E267_201,NA,0.40161
E172_431,0.86345,NA
E300_397,NA,0.79518
E4933_148,NA,0.29518
E4056_212,NA,0.42369
E1323_201,0.40161,NA
E1940_69,NA,0.13655
E1554_80,0.15863,NA
E1509_465,NA,0.93173
E4767_66,NA,0.13052
E524_466,0.93373,NA
E4402_320,NA,0.64056
E292_74,NA,0.14659
E1593_237,0.4739,NA
E4664_103,NA,0.20482
E992_299,0.59839,NA
E4649_112,0.22289,NA
E3148_424,0.8494,NA
E2516_116,NA,0.23092
E585_256,NA,0.51205
E2746_95,0.18876,NA
E3933_347,0.69478,NA
E1180_199,NA,0.39759
E75_316,NA,0.63253
E3861_367,NA,0.73494
E596_354,0.70884,NA
E3423_488,0.97791,NA
E4811_238,0.4759,NA
E4043_460,0.92169,NA
E656_313,0.62651,NA
E3524_159,0.31727,NA
E2327_442,NA,0.88554
E4776_53,NA,0.10442
E2068_395,0.79116,NA
E2725_394,0.78916,NA
E2742_443,NA,0.88755
E4062_257,0.51406,NA
E4834_402,0.80522,NA
E437_16,0.03012,NA
E308_37,0.07229,NA
E3309_124,NA,0.24699
E3332_246,NA,0.49197
E3395_86,0.17068,NA
E4904_20,0.03815,NA
E4005_406,0.81325,NA
E3321_448,0.89759,NA
E3480_395,NA,0.79116
E2681_127,NA,0.25301
E712_94,0.18675,NA
E1382_112,NA,0.22289
E4414_159,NA,0.31727
E1841_216,NA,0.43173
E1541_180,NA,0.35944
E4930_261,0.52209,NA
E2835_17,0.03213,NA
E4029_381,0.76305,NA
E2719_365,NA,0.73092
E4135_230,NA,0.45984
E2602_491,NA,0.98394
E4731_421,0.84337,NA
E1585_343,0.68675,NA
E2481_204,NA,0.40763
E3398_347,0.69478,NA
E727_486,NA,0.9739
E1053_24,NA,0.04618
E3564_390,NA,0.78112
E4634_135,NA,0.26908
E2451_191,0.38153,NA
E3845_280,0.56024,NA
E3814_55,0.10843,NA
E3199_330,NA,0.66064
E852_300,NA,0.6004
E600_496,0.99398,NA
E3695_60,NA,0.11847
E2416_51,0.1004,NA
E3075_357,0.71486,NA
E1559_153,NA,0.30522
E1655_69,NA,0.13655
E3921_30,0.05823,NA
E3322_263,NA,0.5261
E3616_258,0.51606,NA
E1876_103,NA,0.20482
E1594_431,0.86345,NA
E2754_222,NA,0.44378
E3370_107,NA,0.21285
E206_470,0.94177,NA
E2821_481,NA,0.96386
E753_286,0.57229,NA
E4923_334,NA,0.66867
E98_478,NA,0.95783
E4705_423,NA,0.84739
E1648_51,0.1004,NA
E2608_51,NA,0.1004
E1564_170,0.33936,NA
E3844_349,0.6988,NA
E592_317,NA,0.63454
E4591_91,NA,0.18072
E2486_16,0.03012,NA
E2648_377,0.75502,NA
E847_115,0.22892,NA
E4229_298,0.59639,NA
E1015_225,0.4498,NA
E4623_251,0.50201,NA
E3053_245,0.48996,NA
E927_270,0.54016,NA
E92_181,0.36145,NA
E1472_93,NA,0.18474
E1774_1,NA,0.0
E3241_361,NA,0.72289
E52_397,0.79518,NA
E3896_298,NA,0.59639
E1640_395,0.79116,NA
E2141_275,0.5502,NA
E2790_356,NA,0.71285
E2480_76,0.1506,NA
E2046_369,0.73896,NA
E1520_478,NA,0.95783
E1952_335,0.67068,NA
E4675_354,NA,0.70884
E558_485,0.97189,NA
E4489_202,0.40361,NA
E4929_497,NA,0.99598
E2806_365,NA,0.73092
E637_219,NA,0.43775
E4937_262,0.5241,NA
E2738_69,0.13655,NA
E918_22,0.04217,NA
E994_495,0.99197,NA
E2137_160,NA,0.31928
E3544_211,0.42169,NA
E1317_275,NA,0.5502
E4949_466,NA,0.93373
E4250_138,0.2751,NA
E20_65,0.12851,NA
E4824_63,NA,0.1245
E798_149,NA,0.29719
E691_63,0.1245,NA
E4180_400,NA,0.8012
E4309_70,NA,0.13855
E2157_80,NA,0.15863
E498_455,NA,0.91165
E4307_69,NA,0.13655
E3085_316,0.63253,NA
E960_200,0.3996,NA
E3135_112,0.22289,NA
E2305_427,NA,0.85542
E2415_15,0.02811,NA
E1885_211,0.42169,NA
E1823_141,NA,0.28112
E4428_213,NA,0.4257
E654_14,0.0261,NA
E3914_134,NA,0.26707
E4867_40,NA,0.07831
E4884_453,NA,0.90763
E3852_417,NA,0.83534
E3874_404,0.80924,NA
E1103_212,NA,0.42369
E340_386,NA,0.77309
E3867_167,NA,0.33333
E1292_113,0.2249,NA
E1100_328,NA,0.65663
E1771_378,NA,0.75703
E4542_229,NA,0.45783
E1388_255,NA,0.51004
E3976_26,NA,0.0502
E2029_156,0.31124,NA
E1735_431,NA,0.86345
E4194_10,0.01807,NA
E1134_298,0.59639,NA
E3536_132,0.26305,NA
E2294_408,0.81727,NA
E4942_337,0.6747,NA
E1039_176,NA,0.35141
E1730_216,0.43173,NA
E4277_53,NA,0.10442
E2211_157,NA,0.31325
E2243_154,0.30723,NA
E1224_466,0.93373,NA
E3920_276,NA,0.55221
E3035_10,0.01807,NA
E3535_491,0.98394,NA
E170_463,NA,0.92771
E1668_448,NA,0.89759
E447_264,NA,0.52811
E402_317,0.63454,NA
E2969_241,NA,0.48193
E456_101,NA,0.2008
E4872_395,0.79116,NA
E2532_367,0.73494,NA
E3243_252,NA,0.50402
E2354_168,NA,0.33534
E3420_389,NA,0.77912
E1838_385,NA,0.77108
E1787_449,NA,0.8996
E2617_205,0.40964,NA
E3330_29,0.05622,NA
E1095_215,0.42972,NA
E1898_169,0.33735,NA
E790_488,0.97791,NA
E1586_149,NA,0.29719
E1781_51,0.1004,NA
E2200_389,NA,0.77912
E4431_218,0.43574,NA
E3468_177,0.35341,NA
E3623_263,NA,0.5261
E2632_442,NA,0.88554
E3675_357,NA,0.71486
E1644_390,NA,0.78112
E4939_20,0.03815,NA
E657_155,NA,0.30924
E4457_321,0.64257,NA
E436_391,0.78313,NA
E911_110,NA,0.21888
E2677_224,NA,0.44779
E972_468,NA,0.93775
E3769_441,NA,0.88353
E2356_23,NA,0.04418
E2004_413,0.82731,NA
E2629_197,0.39357,NA
E713_297,NA,0.59438
E4985_161,0.32129,NA
E4090_81,NA,0.16064
E3187_100,NA,0.1988
E848_392,0.78514,NA
E4951_340,0.68072,NA
E2926_423,NA,0.84739
E4708_61,NA,0.12048
E2283_117,0.23293,NA
E2095_442,NA,0.88554
E836_462,NA,0.9257
E3184_408,0.81727,NA
E4003_351,NA,0.70281
E3022_402,NA,0.80522
E2871_92,0.18273,NA
E885_484,0.96988,NA
E3761_147,NA,0.29317
E4415_488,NA,0.97791
E3283_149,0.29719,NA
E2455_68,NA,0.13454
E738_47,NA,0.09237
E4356_191,NA,0.38153
E4399_421,NA,0.84337
E3792_378,NA,0.75703
E3296_14,0.0261,NA
E4164_17,NA,0.03213
E1080_282,NA,0.56426
E831_297,NA,0.59438
E4532_486,NA,0.9739
E2887_161,0.32129,NA
E993_316,0.63253,NA
E4452_447,0.89558,NA
E4671_382,0.76506,NA
E2823_75,0.14859,NA
E4217_307,0.61446,NA
E4710_44,0.08635,NA
E3390_146,0.29116,NA
E2131_467,NA,0.93574
E2604_76,0.1506,NA
E4855_279,NA,0.55823
E2220_28,0.05422,NA
E2808_385,NA,0.77108
E934_442,NA,0.88554
E2320_36,0.07028,NA
E2357_386,NA,0.77309
E3972_16,0.03012,NA
E3552_284,0.56827,NA
E2543_219,0.43775,NA
E1626_30,0.05823,NA
E2445_440,0.88153,NA
E383_244,0.48795,NA
E3951_27,0.05221,NA
E1675_131,0.26104,NA
E4839_160,NA,0.31928
E1925_286,NA,0.57229
E4252_17,NA,0.03213
E2338_12,0.02209,NA
E2030_348,NA,0.69679
E3632_438,NA,0.87751
E3387_357,NA,0.71486
E138_69,NA,0.13655
E2085_412,0.8253,NA
E1047_428,0.85743,NA
E3424_406,NA,0.81325
E2573_87,NA,0.17269
E454_216,0.43173,NA
E3323_42,0.08233,NA
E2021_237,NA,0.4739
E4724_184,0.36747,NA
E695_438,0.87751,NA
E1177_144,NA,0.28715
E2686_486,NA,0.9739
E4658_14,0.0261,NA
E2626_377,NA,0.75502
E4244_109,NA,0.21687
E986_108,NA,0.21486
E2101_423,0.84739,NA
E299_151,0.3012,NA
E10_256,0.51205,NA
E572_237,0.4739,NA
E443_33,0.06426,NA
E4955_199,NA,0.39759
E1291_198,0.39558,NA
E631_156,0.31124,NA
E725_87,NA,0.17269
E345_329,0.65863,NA
E1592_398,NA,0.79719
E4438_285,NA,0.57028
E3327_148,NA,0.29518
E3362_114,NA,0.22691
E1088_298,0.59639,NA
E4676_387,0.7751,NA
E2401_481,0.96386,NA
E2198_241,NA,0.48193
E3068_31,0.06024,NA
E2065_116,NA,0.23092
E4360_131,NA,0.26104
E899_262,0.5241,NA
E2848_170,0.33936,NA
E1094_107,NA,0.21285
E4836_265,NA,0.53012
E2066_14,NA,0.0261
E346_242,0.48394,NA
E4209_400,0.8012,NA
E2342_461,NA,0.92369
E2054_338,NA,0.67671
E640_159,NA,0.31727
E4927_466,NA,0.93373
E1142_277,NA,0.55422
E140_197,0.39357,NA
E2956_305,NA,0.61044
E3719_273,NA,0.54618
E2896_363,0.72691,NA
E1316_146,NA,0.29116
E2817_180,NA,0.35944
E2270_463,0.92771,NA
E4262_141,0.28112,NA
E101_309,0.61847,NA
E319_67,0.13253,NA
E2175_122,NA,0.24297
E4835_170,NA,0.33936
E3545_486,NA,0.9739
E1896_136,0.27108,NA
E1462_248,0.49598,NA
E3931_260,0.52008,NA
E4604_273,NA,0.54618
E19_20,NA,0.03815
E3374_225,0.4498,NA
E3576_88,NA,0.1747
E2406_193,0.38554,NA
E249_147,0.29317,NA
E4258_132,0.26305,NA
E388_360,0.72088,NA
E792_283,0.56627,NA
E1561_291,0.58233,NA
E1216_405,0.81124,NA
E2917_160,NA,0.31928
E2201_455,0.91165,NA
E2213_43,NA,0.08434
E2690_113,NA,0.2249
E2985_64,0.12651,NA
E120_160,0.31928,NA
E670_394,0.78916,NA
E99_497,NA,0.99598
E3326_165,0.32932,NA
E1451_128,0.25502,NA
E2329_49,0.09639,NA
E4562_299,0.59839,NA
E1277_310,0.62048,NA
E597_431,NA,0.86345
E4700_234,0.46787,NA
E4261_445,0.89157,NA
E487_42,0.08233,NA
E3417_353,NA,0.70683
E2691_235,0.46988,NA
E719_422,0.84538,NA
E1801_336,NA,0.67269
E3397_401,0.80321,NA
E471_275,NA,0.5502
E4275_249,NA,0.49799
E2858_109,NA,0.21687
E1297_77,0.15261,NA
E2089_463,0.92771,NA
E4145_482,NA,0.96586
E2242_151,0.3012,NA
E734_207,0.41365,NA
E3281_391,0.78313,NA
E3784_424,NA,0.8494
E3625_472,0.94578,NA
E1493_80,0.15863,NA
E4981_231,0.46185,NA
E810_210,NA,0.41968
E1454_34,0.06627,NA
E834_85,NA,0.16867
E4837_186,0.37149,NA
E2124_275,NA,0.5502
E4540_12,NA,0.02209
E4054_117,NA,0.23293
E705_469,NA,0.93976
E4038_369,0.73896,NA
E1915_315,NA,0.63052
E1362_136,0.27108,NA
E1606_245,NA,0.48996
E3024_450,0.90161,NA
E1766_455,0.91165,NA
E330_147,0.29317,NA
E1986_383,NA,0.76707
E4842_78,0.15462,NA
E4950_470,NA,0.94177
E426_195,0.38956,NA
E2700_192,NA,0.38353
E4052_49,NA,0.09639
E4112_410,NA,0.82129
E1677_219,NA,0.43775
E3408_379,NA,0.75904
E3541_352,0.70482,NA
E3365_372,NA,0.74498
E1659_296,NA,0.59237
E338_130,0.25904,NA
E3437_399,NA,0.7992
E1353_107,0.21285,NA
E2996_23,0.04418,NA
E1879_72,0.14257,NA
E1282_202,NA,0.40361
E2382_127,0.25301,NA
E1515_298,NA,0.59639
E3700_28,0.05422,NA
E4151_263,NA,0.5261
E4126_94,0.18675,NA
E4330_207,0.41365,NA
E2275_181,0.36145,NA
E2384_56,NA,0.11044
E3337_57,NA,0.11245
E2622_45,NA,0.08835
E3094_78,0.15462,NA
E2870_169,0.33735,NA
E1577_247,0.49398,NA
E2035_337,0.6747,NA
E4958_249,NA,0.49799
E2216_290,0.58032,NA
E4125_279,0.55823,NA
E144_129,NA,0.25703
E4648_315,NA,0.63052
E2879_386,NA,0.77309
E3731_188,0.3755,NA
E4203_126,0.251,NA
E4390_460,0.92169,NA
E207_442,0.88554,NA
E2763_80,NA,0.15863
E3876_161,0.32129,NA
E4406_2,NA,0.00201
E4636_144,NA,0.28715
E1464_237,NA,0.4739
E1287_337,NA,0.6747
E3273_165,0.32932,NA
E3160_425,0.85141,NA
E1627_132,0.26305,NA
E694_31,0.06024,NA
E4922_470,NA,0.94177
E1513_381,NA,0.76305
E4076_310,0.62048,NA
E3618_371,0.74297,NA
E4961_66,0.13052,NA
E2284_70,0.13855,NA
E1796_194,0.38755,NA
E4289_355,0.71084,NA
E3264_349,NA,0.6988
E1298_397,NA,0.79518
E2390_103,NA,0.20482
E1752_477,0.95582,NA
E3527_35,NA,0.06827
E4444_490,0.98193,NA
E1555_488,0.97791,NA
E3363_108,NA,0.21486
E1499_480,0.96185,NA
E175_24,NA,0.04618
E4689_395,NA,0.79116
E3008_319,0.63855,NA
E2684_154,NA,0.30723
E4896_28,0.05422,NA
E3042_60,0.11847,NA
E4646_16,0.03012,NA
E641_162,NA,0.32329
E40_381,0.76305,NA
E2544_257,NA,0.51406
E2495_238,NA,0.4759
E1928_18,NA,0.03414
E30_383,NA,0.76707
E3126_276,0.55221,NA
E9_326,NA,0.65261
E2404_470,NA,0.94177
E4980_178,NA,0.35542
E1245_219,0.43775,NA
E1196_194,NA,0.38755
E2417_391,NA,0.78313
E2236_81,0.16064,NA
E4635_54,NA,0.10643
E3181_309,NA,0.61847
E2531_82,0.16265,NA
E2924_74,NA,0.14659
E79_428,0.85743,NA
E802_485,0.97189,NA
E818_207,NA,0.41365
E2907_307,NA,0.61446
E2729_125,0.249,NA
E3505_250,0.5,NA
E154_441,0.88353,NA
E2007_342,NA,0.68474
E1484_107,0.21285,NA
E3650_417,0.83534,NA
E2359_464,NA,0.92972
E1682_354,NA,0.70884
E3201_70,0.13855,NA
E2454_221,NA,0.44177
E2086_204,0.40763,NA
E1985_335,0.67068,NA
E2773_485,NA,0.97189
E4653_458,NA,0.91767
E230_391,0.78313,NA
E3218_457,NA,0.91566
E4699_73,0.14458,NA
E1386_346,0.69277,NA
E1447_100,0.1988,NA
E4607_380,0.76104,NA
E4936_444,0.88956,NA
E819_348,0.69679,NA
E2178_123,0.24498,NA
E2974_37,NA,0.07229
E3158_499,NA,1.0
E3980_46,NA,0.09036
E4435_7,NA,0.01205
E3526_241,0.48193,NA
E3546_413,0.82731,NA
E2972_130,0.25904,NA
E3071_444,0.88956,NA
E3884_326,0.65261,NA
E940_41,NA,0.08032
E2407_379,0.75904,NA
E3425_6,NA,0.01004
E3959_167,NA,0.33333
E3048_427,NA,0.85542
E440_405,NA,0.81124
E2962_406,NA,0.81325
E1132_408,0.81727,NA
E3610_328,NA,0.65663
E976_68,NA,0.13454
E4088_193,NA,0.38554
E4396_415,NA,0.83133
E751_23,NA,0.04418
E1846_22,NA,0.04217
E1703_453,NA,0.90763
E429_366,NA,0.73293
E1843_297,NA,0.59438
E566_52,0.10241,NA
E1960_415,0.83133,NA
E1028_347,NA,0.69478
E4315_185,NA,0.36948
E4995_107,NA,0.21285
E1871_287,0.5743,NA
E2444_463,0.92771,NA
E3680_93,NA,0.18474
E2623_303,NA,0.60643
E3222_400,0.8012,NA
E130_357,NA,0.71486
E309_166,0.33133,NA
E3790_101,0.2008,NA
E1429_264,0.52811,NA
E4643_274,NA,0.54819
E3974_109,0.21687,NA
E3869_391,0.78313,NA
E1565_496,0.99398,NA
E2129_22,NA,0.04217
E2317_92,0.18273,NA
E399_280,NA,0.56024
E4780_206,NA,0.41165
E3019_86,0.17068,NA
E3542_141,NA,0.28112
E4663_376,0.75301,NA
E3901_460,0.92169,NA
E2830_472,NA,0.94578
E420_393,NA,0.78715
E4305_169,NA,0.33735
E1351_125,0.249,NA
E3927_74,0.14659,NA
E4228_132,NA,0.26305
E2558_282,NA,0.56426
E2197_263,NA,0.5261
E325_216,NA,0.43173
E4990_81,0.16064,NA
E3169_171,NA,0.34137
E4081_456,NA,0.91365
E562_182,NA,0.36345
E3382_36,NA,0.07028
E2888_8,0.01406,NA
E3584_242,0.48394,NA
E1425_221,NA,0.44177
E1411_432,NA,0.86546
E2679_427,NA,0.85542
E1769_292,0.58434,NA
E2702_215,0.42972,NA
E4574_403,NA,0.80723
E1867_181,0.36145,NA
E3331_321,0.64257,NA
E2764_468,0.93775,NA
E1997_224,NA,0.44779
E4350_175,0.3494,NA
E3209_401,0.80321,NA
E2135_358,NA,0.71687
E4086_491,0.98394,NA
E3997_411,0.82329,NA
E1964_420,0.84137,NA
