,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E1358_424,0.8494,,,,
E1783_125,,0.249,,,
E717_336,0.67269,,,,
E1716_25,0.04819,,,,
E600_354,0.7088399999999999,,,,
E144_74,,,0.14659,,
E679_56,,,0.11044000000000001,,
E1022_310,,,0.62048,,
E916_118,,0.23494,,,
E1_260,0.52008,,,,
E744_246,,,0.49196999999999996,,
E1580_32,,0.06225,,,
E1953_215,,0.42972,,,
E910_469,,,0.93976,,
E978_99,,0.19679000000000002,,,
E755_137,0.27309,,,,
E440_488,,,,0.9779100000000001,
E210_20,,0.03815,,,
E1796_225,0.4498,,,,
E1957_229,,0.45783,,,
E1889_253,,0.50602,,,
E15_326,0.65261,,,,
E1653_302,0.60442,,,,
E795_42,,0.08233,,,
E1030_495,,0.99197,,,
E291_207,,,0.41365,,
E1328_168,,,0.33534,,
E455_109,0.21686999999999998,,,,
E1589_372,0.74498,,,,
E1206_197,0.39357,,,,
E1093_32,,,0.06225,,
E560_158,,,,,0.31526
E1324_164,,,,0.32731,
E1433_309,0.61847,,,,
E1277_184,,,0.36746999999999996,,
E541_95,,,0.18875999999999998,,
E1569_115,,,0.22891999999999998,,
E1747_273,0.54618,,,,
E1526_270,0.5401600000000001,,,,
E1853_57,,,,0.11245,
E1551_420,,,0.8413700000000001,,
E1817_318,,0.63655,,,
E1450_296,0.59237,,,,
E552_112,,,0.22289,,
E1746_173,0.34538,,,,
E1388_295,,,0.59036,,
E1516_466,0.93373,,,,
E676_394,0.7891600000000001,,,,
E467_336,,,0.67269,,
E1147_200,,,,0.3996,
E1535_129,0.25703000000000004,,,,
E1972_434,,0.8694799999999999,,,
E1394_426,,,,,0.85341
E1006_221,,,0.44177,,
E1215_252,,0.50402,,,
E295_55,0.10843,,,,
E1304_91,,,0.18072,,
E1485_11,0.02008,,,,
E1718_180,0.35944,,,,
E1640_134,0.26707,,,,
E1238_207,,0.41365,,,
E468_45,0.08835,,,,
E138_281,0.56225,,,,
E481_120,0.23895999999999998,,,,
E1704_160,0.31928,,,,
E292_473,,,0.9477899999999999,,
E1193_20,0.03815,,,,
E1744_368,0.73695,,,,
E7_137,,0.27309,,,
E701_216,,,,,0.43173
E1286_131,,,0.26104,,
E245_28,,,0.054220000000000004,,
E1736_393,,,0.78715,,
E622_174,,,0.34739000000000003,,
E1933_341,,0.6827300000000001,,,
E1062_367,,,0.7349399999999999,,
E1925_354,0.7088399999999999,,,,
E1170_32,0.06225,,,,
E1281_161,0.32129,,,,
E1987_156,,0.31124,,,
E158_368,0.73695,,,,
E1788_475,,,0.95181,,
E1850_488,,0.9779100000000001,,,
E896_284,,,0.5682699999999999,,
E1211_476,,0.9538200000000001,,,
E1561_5,,,0.008029999999999999,,
E1570_58,,,,0.11445999999999999,
E972_88,,,0.1747,,
E1742_270,,0.5401600000000001,,,
E1778_371,,,0.74297,,
E290_333,,,0.66667,,
E924_437,,,0.8755,,
E1320_144,,0.28715,,,
E341_497,,0.99598,,,
E1331_345,,,0.69076,,
E1590_312,,,,0.6245,
E1407_420,,,0.8413700000000001,,
E1729_114,,,0.22691,,
E703_52,0.10240999999999999,,,,
E516_182,,,0.36345,,
E623_281,0.56225,,,,
E271_423,0.84739,,,,
E259_417,,0.83534,,,
E1892_332,,0.66466,,,
E1950_104,,,0.20683,,
E988_280,0.56024,,,,
E1518_360,0.72088,,,,
E1869_299,,0.59839,,,
E317_406,0.81325,,,,
E299_121,,,0.24095999999999998,,
E970_425,,,0.85141,,
E878_113,,,0.2249,,
E564_242,,,0.48394,,
E1380_470,,,0.9417700000000001,,
E558_296,,,0.59237,,
E1882_23,,,,,0.044180000000000004
E396_89,,,0.17670999999999998,,
E1297_33,0.06426,,,,
E227_445,0.8915700000000001,,,,
E1940_199,,,0.39759,,
E1373_142,,,0.28313,,
E903_351,0.70281,,,,
E708_187,0.37349,,,,
E821_123,,,,0.24498000000000003,
E1087_268,,,0.53614,,
E611_200,,0.3996,,,
E1690_23,0.044180000000000004,,,,
E941_287,,0.5743,,,
E1617_361,,,0.7228899999999999,,
E141_301,0.60241,,,,
E243_44,0.08635,,,,
E1244_382,,,0.7650600000000001,,
E670_122,0.24297,,,,
E624_498,,,0.9979899999999999,,
E1591_63,0.1245,,,,
E240_454,0.90964,,,,
E1180_194,,,0.38755,,
E949_444,0.88956,,,,
E1020_373,,,0.7469899999999999,,
E1911_275,,0.5502,,,
E1308_35,0.06827000000000001,,,,
E203_66,,0.13052,,,
E1597_200,0.3996,,,,
E531_8,,0.01406,,,
E1997_471,0.94378,,,,
E194_180,,,0.35944,,
E1248_477,,,0.9558200000000001,,
E253_209,,,0.41767,,
E637_115,,0.22891999999999998,,,
E706_64,0.12650999999999998,,,,
E400_2,0.00201,,,,
E315_222,,,0.44378,,
E1636_389,,0.77912,,,
E447_391,,0.78313,,,
E1474_372,,0.74498,,,
E1760_472,,0.94578,,,
E1330_356,,,0.71285,,
E1484_394,,,0.7891600000000001,,
E1016_137,,,,,0.27309
E1155_28,,,0.054220000000000004,,
E1503_129,,,0.25703000000000004,,
E551_154,,,0.30723,,
E1619_184,,,0.36746999999999996,,
E1285_281,0.56225,,,,
E195_201,0.40160999999999997,,,,
E1047_221,0.44177,,,,
E696_415,0.8313299999999999,,,,
E617_259,0.51807,,,,
E1436_353,,,,0.7068300000000001,
E633_193,,0.38554,,,
E1926_173,0.34538,,,,
E1176_474,,,,,0.9498
E958_276,,0.5522100000000001,,,
E185_160,,,,0.31928,
E490_73,,,0.14458,,
E1812_40,,,0.07831,,
E674_380,,0.7610399999999999,,,
E841_26,0.0502,,,,
E588_170,0.33936,,,,
E125_455,0.91165,,,,
E508_312,,,0.6245,,
E1952_109,,,0.21686999999999998,,
E1712_393,,0.78715,,,
E363_181,,0.36145,,,
E368_168,,0.33534,,,
E165_30,0.05823,,,,
E1737_331,,,,0.66265,
E1905_318,,,0.63655,,
E799_108,,,0.21486,,
E74_123,,0.24498000000000003,,,
E1081_269,,,,,0.53815
E1969_390,,0.78112,,,
E1382_277,,,0.5542199999999999,,
E1655_250,0.5,,,,
E220_202,,,0.40360999999999997,,
E255_275,,,0.5502,,
E376_390,,0.78112,,,
E1001_266,,0.53213,,,
E515_129,,,0.25703000000000004,,
E584_357,,0.71486,,,
E505_499,1.0,,,,
E1739_170,0.33936,,,,
E1389_367,0.7349399999999999,,,,
E1017_14,,,0.0261,,
E1072_420,0.8413700000000001,,,,
E1336_102,,,0.20281,,
E1509_338,,,0.67671,,
E861_17,,,0.03213,,
E726_394,0.7891600000000001,,,,
E1000_336,,,0.67269,,
E1096_96,0.19075999999999999,,,,
E1846_458,0.9176700000000001,,,,
E437_402,,,0.8052199999999999,,
E225_444,,,0.88956,,
E1764_156,0.31124,,,,
E1770_262,,,0.5241,,
E117_73,,,0.14458,,
E682_297,0.59438,,,,
E659_409,,,,0.8192799999999999,
E501_12,,,0.022090000000000002,,
E967_93,0.18474000000000002,,,,
E62_346,,,0.69277,,
E873_94,0.18675,,,,
E310_298,,0.59639,,,
E832_144,0.28715,,,,
E591_304,0.60843,,,,
E238_166,,,0.33133,,
E579_434,,,,,0.8694799999999999
E1478_21,0.04016,,,,
E65_389,,0.77912,,,
E322_130,,,,0.25904,
E1214_134,,,0.26707,,
E718_341,0.6827300000000001,,,,
E50_359,,0.71888,,,
E747_422,0.8453799999999999,,,,
E942_153,0.30522,,,,
E1156_235,,,0.46988,,
E635_141,0.28112,,,,
E1352_33,0.06426,,,,
E1458_346,0.69277,,,,
E1122_400,0.8012,,,,
E319_331,0.66265,,,,
E1383_75,0.14859,,,,
E1559_420,0.8413700000000001,,,,
E1498_74,0.14659,,,,
E128_310,0.62048,,,,
E863_225,0.4498,,,,
E1363_374,,0.7490000000000001,,,
E1936_191,,,0.38153000000000004,,
E648_375,0.7509999999999999,,,,
E1315_226,0.45181000000000004,,,,
E1055_219,,,0.43775,,
E1603_458,,0.9176700000000001,,,
E894_82,0.16265,,,,
E1446_265,0.53012,,,,
E97_18,,,0.03414,,
E545_331,,,0.66265,,
E1678_276,,,,0.5522100000000001,
E1912_284,,,0.5682699999999999,,
E761_304,,,0.60843,,
E471_487,0.9759,,,,
E1849_96,,0.19075999999999999,,,
E1153_124,,0.24699000000000002,,,
E260_448,,,0.89759,,
E965_354,,0.7088399999999999,,,
E1583_139,0.27710999999999997,,,,
E742_21,,,0.04016,,
E753_24,0.04618,,,,
E1345_400,,0.8012,,,
E1226_291,0.58233,,,,
E539_244,,0.48795,,,
E522_1,0.0,,,,
E1130_25,,0.04819,,,
E148_184,0.36746999999999996,,,,
E680_494,,,0.9899600000000001,,
E1671_215,,0.42972,,,
E697_206,,0.41165,,,
E1053_291,,0.58233,,,
E887_151,,,,,0.3012
E96_480,0.96185,,,,
E179_485,,0.9718899999999999,,,
E948_213,,0.4257,,,
E1266_441,,0.8835299999999999,,,
E593_338,,,0.67671,,
E567_433,0.8674700000000001,,,,
E866_307,0.61446,,,,
E1222_452,0.9056200000000001,,,,
E793_343,,,0.68675,,
E1372_121,0.24095999999999998,,,,
E1899_469,,0.93976,,,
E1641_162,,,0.32329,,
E106_80,0.15863,,,,
E1224_300,0.6004,,,,
E162_337,,0.6747,,,
E606_367,0.7349399999999999,,,,
E1579_224,,,0.44778999999999997,,
E41_167,,,0.33333,,
E1186_416,0.8333299999999999,,,,
E1860_100,0.1988,,,,
E714_173,,,0.34538,,
E919_304,,,,,0.60843
E669_265,0.53012,,,,
E1275_115,,,0.22891999999999998,,
E1234_372,,0.74498,,,
E1423_421,,0.8433700000000001,,,
E12_407,,0.81526,,,
E1944_90,0.17870999999999998,,,,
E1051_145,,,0.28916,,
E1213_17,,0.03213,,,
E1629_448,,0.89759,,,
E1123_260,,,0.52008,,
E1916_214,,,0.42771000000000003,,
E671_233,,,0.46586000000000005,,
E1754_382,,,0.7650600000000001,,
E1353_186,,0.37149,,,
E326_444,,0.88956,,,
E293_114,0.22691,,,,
E1698_318,,,0.63655,,
E886_54,0.10643,,,,
E1784_394,0.7891600000000001,,,,
E912_460,0.92169,,,,
E1364_117,,0.23293000000000003,,,
E1251_376,,,0.7530100000000001,,
E1834_283,,,0.5662699999999999,,
E480_302,0.60442,,,,
E1639_220,,,0.43976000000000004,,
E1827_32,0.06225,,,,
E722_401,,,0.8032100000000001,,
E684_54,,,,0.10643,
E618_400,,,,0.8012,
E1506_46,,,0.09036,,
E1395_108,,0.21486,,,
E1152_334,,,0.66867,,
E1735_120,0.23895999999999998,,,,
E636_401,,0.8032100000000001,,,
E1124_350,,,0.7008,,
E1615_216,0.43173,,,,
E1092_138,,,0.2751,,
E731_243,,,0.48594,,
E1959_173,,,0.34538,,
E1648_358,,0.71687,,,
E1237_257,,,0.5140600000000001,,
E1280_281,,0.56225,,,
E758_473,,0.9477899999999999,,,
E61_74,0.14659,,,,
E911_298,,0.59639,,,
E590_216,,,0.43173,,
E1587_34,,,,,0.06627000000000001
E1991_2,,,0.00201,,
E304_128,0.25501999999999997,,,,
E1679_315,,,,,0.63052
E1828_42,0.08233,,,,
E1951_25,0.04819,,,,
E200_327,0.65462,,,,
E34_410,0.82129,,,,
E575_175,,,,,0.3494
E135_113,,0.2249,,,
E1993_158,,0.31526,,,
E1809_349,,,0.6988,,
E1688_76,0.1506,,,,
E36_342,,0.68474,,,
E1500_126,,,0.251,,
E1390_111,,,0.22088000000000002,,
E853_321,0.64257,,,,
E1932_61,,0.12047999999999999,,,
E380_281,0.56225,,,,
E300_91,,0.18072,,,
E296_318,,,,,0.63655
E1560_471,0.94378,,,,
E1095_244,,,0.48795,,
E492_121,,,0.24095999999999998,,
E905_467,,,0.93574,,
E1059_311,0.62249,,,,
E239_79,,,,0.15663,
E367_81,,,0.16064,,
E1023_476,,,0.9538200000000001,,
E211_95,,0.18875999999999998,,,
E1454_326,,,0.65261,,
E980_11,0.02008,,,,
E297_422,0.8453799999999999,,,,
E1443_404,,,0.80924,,
E249_292,0.58434,,,,
E989_308,,,0.61647,,
E1137_465,0.93173,,,,
E1420_379,0.7590399999999999,,,,
E834_435,,,0.87149,,
E991_224,,,0.44778999999999997,,
E556_408,,,0.8172699999999999,,
E1004_109,,0.21686999999999998,,,
E1149_116,0.23092,,,,
E662_228,,0.45582,,,
E1194_238,,0.4759,,,
E1825_354,,,,0.7088399999999999,
E209_262,,,0.5241,,
E1196_362,0.7249,,,,
E1810_141,,,0.28112,,
E231_386,,,0.7730899999999999,,
E276_476,,,0.9538200000000001,,
E1010_201,,,,0.40160999999999997,
E424_229,,0.45783,,,
E134_300,,0.6004,,,
E1988_451,,,0.90361,,
E1067_388,,0.7771100000000001,,,
E540_435,,0.87149,,,
E1106_382,,,0.7650600000000001,,
E1425_171,,0.34137,,,
E79_265,,0.53012,,,
E332_319,,,0.63855,,
E663_453,,0.9076299999999999,,,
E366_226,,,0.45181000000000004,,
E1497_48,0.09437999999999999,,,,
E645_466,,,0.93373,,
E244_67,,0.13253,,,
E1112_70,0.13855,,,,
E1804_95,,,0.18875999999999998,,
E592_275,,,0.5502,,
E741_211,,0.42168999999999995,,,
E192_480,0.96185,,,,
E241_208,,,0.41566000000000003,,
E806_188,,,0.3755,,
E1913_467,0.93574,,,,
E979_175,,,0.3494,,
E1428_400,,,0.8012,,
E1595_377,,,0.75502,,
E1313_404,0.80924,,,,
E426_184,0.36746999999999996,,,,
E1771_51,,,0.1004,,
E475_323,,0.64659,,,
E188_281,,,0.56225,,
E237_152,,0.30321,,,
E690_192,,,0.38353000000000004,,
E756_430,0.86145,,,,
E1903_188,0.3755,,,,
E890_246,,,0.49196999999999996,,
E1182_145,0.28916,,,,
E683_39,,,,,0.07631
E1463_338,0.67671,,,,
E1731_162,,,0.32329,,
E1069_270,,,0.5401600000000001,,
E521_161,,,0.32129,,
E840_373,,,0.7469899999999999,,
E907_52,0.10240999999999999,,,,
E131_186,,0.37149,,,
E1901_282,,0.56426,,,
E365_292,0.58434,,,,
E268_129,,0.25703000000000004,,,
E1673_438,,,0.87751,,
E620_275,,0.5502,,,
E1223_307,,0.61446,,,
E1391_369,,0.7389600000000001,,,
E100_493,0.98795,,,,
E1114_204,,,0.40763,,
E1780_272,0.54418,,,,
E216_88,,0.1747,,,
E477_154,,,0.30723,,
E1883_436,,,0.87349,,
E1721_376,,,0.7530100000000001,,
E764_411,,0.82329,,,
E953_43,,,,0.08434,
E1232_418,0.83735,,,,
E236_81,,0.16064,,,
E634_17,,,,0.03213,
E589_229,0.45783,,,,
E1694_308,,,0.61647,,
E1256_299,,,0.59839,,
E1582_182,,0.36345,,,
E925_395,0.7911600000000001,,,,
E1063_330,,,0.66064,,
E1618_198,,,0.39558000000000004,,
E950_317,0.63454,,,,
E639_357,,0.71486,,,
E1875_181,0.36145,,,,
E113_394,,,0.7891600000000001,,
E306_478,,,0.95783,,
E1188_141,,,,,0.28112
E499_147,,0.29317,,,
E728_356,,0.71285,,,
E570_66,,0.13052,,,
E660_286,0.57229,,,,
E1082_192,,,,,0.38353000000000004
E1605_227,,,,0.45382,
E984_459,,,0.9196799999999999,,
E927_219,,,0.43775,,
E1278_197,0.39357,,,,
E1841_22,,,0.04217,,
E214_295,0.59036,,,,
E1158_124,,0.24699000000000002,,,
E155_483,0.9678700000000001,,,,
E4_304,,,0.60843,,
E1145_272,,0.54418,,,
E568_434,0.8694799999999999,,,,
E1656_457,0.91566,,,,
E1495_480,,,,,0.96185
E1994_190,,,0.37951999999999997,,
E1024_494,,0.9899600000000001,,,
E862_328,,0.65663,,,
E1035_373,,0.7469899999999999,,,
E1375_132,,,0.26305,,
E667_464,,,0.9297200000000001,,
E1915_480,,0.96185,,,
E104_352,0.70482,,,,
E954_287,0.5743,,,,
E750_113,,,,0.2249,
E1687_314,,,0.62851,,
E898_110,,0.21888000000000002,,,
E553_321,,,,,0.64257
E1522_102,,,,,0.20281
E1963_437,,,,,0.8755
E1091_422,,,0.8453799999999999,,
E9_288,,,0.57631,,
E613_194,,,0.38755,,
E801_125,0.249,,,,
E643_107,,,0.21285,,
E1005_458,,,0.9176700000000001,,
E616_194,,,,,0.38755
E1291_453,0.9076299999999999,,,,
E800_364,,0.72892,,,
E82_290,0.58032,,,,
E1857_409,0.8192799999999999,,,,
E582_472,,0.94578,,,
E1538_8,0.01406,,,,
E1034_78,,,0.15462,,
E730_278,,0.5562199999999999,,,
E565_22,0.04217,,,,
E724_248,,0.49598000000000003,,,
E819_6,,0.01004,,,
E966_326,,,0.65261,,
E513_210,0.41968,,,,
E1166_383,0.76707,,,,
E466_130,,0.25904,,,
E533_34,,0.06627000000000001,,,
E343_457,0.91566,,,,
E1018_349,0.6988,,,,
E1424_377,,,0.75502,,
E1585_195,,,0.38956,,
E872_55,,,0.10843,,
E197_250,,0.5,,,
E1376_86,,,0.17068,,
E1414_484,,,0.96988,,
E1417_313,0.62651,,,,
E1274_442,,,0.88554,,
E506_440,,0.8815299999999999,,,
E1183_474,0.9498,,,,
E1228_321,0.64257,,,,
E1133_234,,0.46787,,,
E1924_454,,0.90964,,,
E1440_189,,0.37751,,,
E1405_206,,,0.41165,,
E1230_476,,,0.9538200000000001,,
E250_148,0.29518,,,,
E273_160,0.31928,,,,
E1453_87,,,0.17269,,
E1660_93,0.18474000000000002,,,,
E159_153,,0.30522,,,
E1411_376,,,0.7530100000000001,,
E992_289,0.57831,,,,
E665_183,,0.36546,,,
E374_316,0.63253,,,,
E55_342,,,0.68474,,
E1136_204,,,0.40763,,
E1357_330,,,0.66064,,
E1406_358,,0.71687,,,
E1942_354,,,0.7088399999999999,,
E213_404,,0.80924,,,
E1568_450,,,0.90161,,
E1593_208,0.41566000000000003,,,,
E137_170,,,0.33936,,
E1955_371,,,0.74297,,
E1510_61,,0.12047999999999999,,,
E226_292,0.58434,,,,
E1914_466,,0.93373,,,
E1558_203,,,0.40562,,
E1965_188,,0.3755,,,
E867_471,,,0.94378,,
E1581_325,0.6506,,,,
E1856_369,,0.7389600000000001,,,
E1089_126,0.251,,,,
E842_153,,,,,0.30522
E721_180,,0.35944,,,
E1306_459,,0.9196799999999999,,,
E172_8,0.01406,,,,
E19_482,,,0.96586,,
E1052_383,,0.76707,,,
E1920_297,,,0.59438,,
E463_265,,,0.53012,,
E1767_206,0.41165,,,,
E1490_128,0.25501999999999997,,,,
E1470_142,0.28313,,,,
E971_326,,,0.65261,,
E1350_189,,0.37751,,,
E1430_456,,,0.91365,,
E1015_338,0.67671,,,,
E712_192,,,0.38353000000000004,,
E189_367,0.7349399999999999,,,,
E776_277,,,0.5542199999999999,,
E999_254,0.50803,,,,
E1263_76,,0.1506,,,
E1675_307,,0.61446,,,
E1766_110,,,0.21888000000000002,,
E71_233,0.46586000000000005,,,,
E1544_179,,0.35743,,,
E1422_45,,,,,0.08835
E1429_426,,,0.85341,,
E1802_387,0.7751,,,,
E1469_11,,,0.02008,,
E1339_88,0.1747,,,,
E1159_468,0.93775,,,,
E1592_309,,0.61847,,,
E605_388,0.7771100000000001,,,,
E1438_399,,,0.7992,,
E1013_116,0.23092,,,,
E621_56,0.11044000000000001,,,,
E904_221,0.44177,,,,
E964_201,,0.40160999999999997,,,
E820_288,0.57631,,,,
E57_105,0.20884,,,,
E1362_411,,,0.82329,,
E1753_25,0.04819,,,,
E1685_458,,,,0.9176700000000001,
E831_264,,,,0.5281100000000001,
E729_186,,,0.37149,,
E517_188,,0.3755,,,
E1174_363,,,0.7269100000000001,,
E734_352,,,0.70482,,
E530_396,,,0.7931699999999999,,
E1387_288,0.57631,,,,
E860_395,,0.7911600000000001,,,
E1734_398,0.79719,,,,
E1192_463,0.92771,,,,
E1695_106,,,0.21084,,
E357_243,0.48594,,,,
E256_270,,,,,0.5401600000000001
E1399_161,0.32129,,,,
E127_354,,,0.7088399999999999,,
E1441_421,0.8433700000000001,,,,
E1359_486,,,0.9739,,
E1505_75,,,0.14859,,
E705_258,0.5160600000000001,,,,
E1148_11,,,0.02008,,
E1524_293,,0.58635,,,
E1184_43,,,0.08434,,
E961_173,,0.34538,,,
E1369_42,,0.08233,,,
E1540_482,,,0.96586,,
E1239_2,0.00201,,,,
E1398_279,,,,0.55823,
E1267_348,0.6967899999999999,,,,
E229_207,,0.41365,,,
E828_385,0.77108,,,,
E1163_359,0.71888,,,,
E461_402,0.8052199999999999,,,,
E1823_340,,0.68072,,,
E1349_230,,,0.45983999999999997,,
E810_491,0.9839399999999999,,,,
E1476_398,0.79719,,,,
E208_221,,,0.44177,,
E1725_182,,0.36345,,,
E871_399,,0.7992,,,
E1444_236,,,0.47189,,
E1554_154,,0.30723,,,
E305_108,,0.21486,,,
E1620_7,,,0.01205,,
E85_241,,,0.48193,,
