,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E464_457,0.91566,,,,
E1530_442,0.88554,,,,
E362_346,,0.69277,,,
E713_90,0.17870999999999998,,,,
E653_215,,,0.42972,,
E1435_144,,,0.28715,,
E1421_308,,,,,0.61647
E409_419,,,0.83936,,
E981_40,,,0.07831,,
E812_114,,0.22691,,,
E1296_408,,0.8172699999999999,,,
E42_340,,,0.68072,,
E641_81,,,0.16064,,
E1318_317,,0.63454,,,
E1588_239,,,,,0.47791000000000006
E289_196,,,0.39157,,
E1981_233,,,0.46586000000000005,,
E258_335,0.67068,,,,
E320_354,,,0.7088399999999999,,
E1151_24,,,0.04618,,
E108_437,,,0.8755,,
E1908_182,,,,0.36345,
E312_426,0.85341,,,,
E149_206,0.41165,,,,
E1779_285,,0.57028,,,
E774_278,,,0.5562199999999999,,
E486_15,,,,,0.028110000000000003
E889_443,,0.88755,,,
E1356_216,0.43173,,,,
E263_306,,,0.61245,,
E918_376,0.7530100000000001,,,,
E790_70,0.13855,,,,
E298_241,,,0.48193,,
E1473_377,,,,0.75502,
E1496_22,,,0.04217,,
E1891_368,,0.73695,,,
E474_177,0.35341,,,,
E1282_359,,,0.71888,,
E1792_94,,0.18675,,,
E1105_461,,,0.92369,,
E235_28,,0.054220000000000004,,,
E1303_216,,,0.43173,,
E1371_448,,,0.89759,,
E751_20,,0.03815,,,
E1866_126,0.251,,,,
E126_313,,0.62651,,,
E1185_435,,,0.87149,,
E1513_177,,0.35341,,,
E1290_260,,0.52008,,,
E1494_380,,,0.7610399999999999,,
E969_447,0.8955799999999999,,,,
E945_161,,0.32129,,,
E1243_198,0.39558000000000004,,,,
E1434_345,0.69076,,,,
E632_442,,,,0.88554,
E347_232,,,0.46386000000000005,,
E1887_236,,0.47189,,,
E223_3,,,0.00402,,
E1036_44,,0.08635,,,
E287_25,,,0.04819,,
E895_52,,0.10240999999999999,,,
E1456_231,,0.46185,,,
E90_139,,0.27710999999999997,,,
E1822_169,0.33735,,,,
E771_168,,,0.33534,,
E89_376,,,,,0.7530100000000001
E460_371,0.74297,,,,
E1630_213,0.4257,,,,
E915_422,,0.8453799999999999,,,
E1566_227,,0.45382,,,
E1377_490,0.98193,,,,
E1964_91,,,0.18072,,
E425_322,,,0.64458,,
E864_419,0.83936,,,,
E1316_425,0.85141,,,,
E118_87,0.17269,,,,
E498_368,0.73695,,,,
E1627_12,,,0.022090000000000002,,
E1097_311,,,0.62249,,
E122_1,0.0,,,,
E39_138,0.2751,,,,
E1361_466,,0.93373,,,
E251_250,0.5,,,,
E561_282,0.56426,,,,
E1012_251,,,,0.5020100000000001,
E2_221,,,0.44177,,
E920_252,,0.50402,,,
E1805_429,0.85944,,,,
E1989_198,0.39558000000000004,,,,
E59_286,0.57229,,,,
E1918_142,0.28313,,,,
E370_142,0.28313,,,,
E1142_81,,,,,0.16064
E1740_105,,,0.20884,,
E1556_207,0.41365,,,,
E1110_80,,,0.15863,,
E1085_425,0.85141,,,,
E1173_129,,,0.25703000000000004,,
E1664_18,,,0.03414,,
E1468_327,,,0.65462,,
E884_258,,0.5160600000000001,,,
E171_44,,,0.08635,,
E8_254,,,0.50803,,
E528_229,,,,0.45783,
E631_462,,,0.9257,,
E1621_298,0.59639,,,,
E1992_141,,,0.28112,,
E129_145,,,0.28916,,
E1483_114,,0.22691,,,
E1564_217,,,0.43373,,
E765_214,0.42771000000000003,,,,
E773_100,,,0.1988,,
E496_247,,,0.49398000000000003,,
E1727_119,,0.23695,,,
E1906_268,0.53614,,,,
E1298_366,,0.73293,,,
E931_352,,,0.70482,,
E1086_150,0.2992,,,,
E846_46,,0.09036,,,
E767_79,,,0.15663,,
E1999_489,,0.9799200000000001,,,
E504_211,,,0.42168999999999995,,
E1832_40,,,0.07831,,
E412_291,0.58233,,,,
E913_206,,,,0.41165,
E523_352,0.70482,,,,
E1668_193,0.38554,,,,
E716_438,0.87751,,,,
E1329_312,,,0.6245,,
E727_329,,0.65863,,,
E16_428,,,0.8574299999999999,,
E686_85,,,,0.16867000000000001,
E457_314,,,,0.62851,
E31_157,0.31325,,,,
E1452_414,,,0.8293200000000001,,
E1311_35,,,0.06827000000000001,,
E824_368,,,0.73695,,
E20_57,,,,0.11245,
E348_40,,,0.07831,,
E1229_346,0.69277,,,,
E627_496,0.99398,,,,
E328_261,,,0.5220899999999999,,
E1378_39,0.07631,,,,
E311_84,,0.16667,,,
E829_401,,,0.8032100000000001,,
E838_16,,,0.030119999999999997,,
E1284_266,,0.53213,,,
E1878_492,,,0.9859399999999999,,
E401_135,,,,,0.26908000000000004
E1885_397,,,,0.79518,
E1927_20,,0.03815,,,
E133_475,,,0.95181,,
E1961_83,,,0.16466,,
E280_162,,,,0.32329,
E1683_398,,,,,0.79719
E1884_263,0.5261,,,,
E1028_386,0.7730899999999999,,,,
E1249_441,,,0.8835299999999999,,
E710_440,0.8815299999999999,,,,
E760_25,,,0.04819,,
E736_275,,0.5502,,,
E1602_443,0.88755,,,,
E1090_392,0.78514,,,,
E1002_197,,,,,0.39357
E270_266,,0.53213,,,
E102_43,0.08434,,,,
E1412_163,0.3253,,,,
E1669_82,0.16265,,,,
E1637_264,0.5281100000000001,,,,
E1858_95,,,0.18875999999999998,,
E818_430,0.86145,,,,
E336_112,,0.22289,,,
E1635_265,,0.53012,,,
E314_123,,0.24498000000000003,,,
E1289_106,,,0.21084,,
E1733_185,,0.36948000000000003,,,
E578_50,0.09838999999999999,,,,
E1056_474,,0.9498,,,
E361_400,,,,,0.8012
E1451_418,,,0.83735,,
E1118_474,0.9498,,,,
E1613_406,0.81325,,,,
E630_337,,,0.6747,,
E1279_383,,,0.76707,,
E1099_53,,,0.10442,,
E462_411,0.82329,,,,
E1169_234,,,0.46787,,
E1101_194,0.38755,,,,
E827_447,0.8955799999999999,,,,
E1198_249,0.49799,,,,
E973_118,0.23494,,,,
E1837_412,,0.8253,,,
E1439_105,0.20884,,,,
E358_141,0.28112,,,,
E1507_431,0.86345,,,,
E1786_10,0.01807,,,,
E656_112,0.22289,,,,
E58_217,0.43373,,,,
E1466_308,0.61647,,,,
E563_435,,0.87149,,,
E700_391,,0.78313,,,
E1126_360,,,,0.72088,
E413_4,,,0.00602,,
E1854_140,,,,0.27912,
E67_433,,,0.8674700000000001,,
E1343_442,0.88554,,,,
E811_110,0.21888000000000002,,,,
E1523_95,,0.18875999999999998,,,
E562_13,0.0241,,,,
E720_344,0.68876,,,,
E1160_140,,0.27912,,,
E1255_145,0.28916,,,,
E512_53,,0.10442,,,
E1677_205,0.40963999999999995,,,,
E1904_402,,,,0.8052199999999999,
E585_366,,,0.73293,,
E1116_445,,,0.8915700000000001,,
E661_135,,0.26908000000000004,,,
E1515_306,,,0.61245,,
E1893_330,,,,0.66064,
E1077_159,,,0.31727,,
E98_287,,,0.5743,,
E1768_161,,,0.32129,,
E454_124,0.24699000000000002,,,,
E219_247,,0.49398000000000003,,,
E75_374,0.7490000000000001,,,,
E340_28,,,0.054220000000000004,,
E608_470,,0.9417700000000001,,,
E900_372,,,,,0.74498
E1397_190,,,0.37951999999999997,,
E874_362,,,0.7249,,
E704_346,,,0.69277,,
E1576_357,0.71486,,,,
E77_180,0.35944,,,,
E86_84,,0.16667,,,
E1777_73,,0.14458,,,
E404_4,,0.00602,,,
E423_374,0.7490000000000001,,,,
E1250_124,,,0.24699000000000002,,
E1386_357,,,0.71486,,
E1611_323,,,0.64659,,
E1216_46,,,,,0.09036
E914_456,0.91365,,,,
E625_233,0.46586000000000005,,,,
E1139_177,,,,0.35341,
E994_333,0.66667,,,,
E1628_79,,,0.15663,,
E1584_321,0.64257,,,,
E140_72,0.14257,,,,
E421_16,,0.030119999999999997,,,
E638_209,,,,0.41767,
E1240_466,,,0.93373,,
E1715_55,,,0.10843,,
E1549_301,,,0.60241,,
E1489_8,0.01406,,,,
E1897_122,,,0.24297,,
E1517_199,0.39759,,,,
E417_329,,,,0.65863,
E651_144,,,,,0.28715
E167_358,,,0.71687,,
E1333_328,,0.65663,,,
E1546_298,0.59639,,,,
E46_210,0.41968,,,,
E737_179,,0.35743,,,
E1131_498,,,0.9979899999999999,,
E169_205,0.40963999999999995,,,,
E1103_385,,0.77108,,,
E267_96,0.19075999999999999,,,,
E975_335,,0.67068,,,
E177_113,,,0.2249,,
E599_49,,0.09639,,,
E378_167,,,,0.33333,
E1366_46,,,0.09036,,
E1923_424,,,0.8494,,
E1449_199,0.39759,,,,
E452_277,,,0.5542199999999999,,
E10_268,,,0.53614,,
E922_230,0.45983999999999997,,,,
E1711_333,,0.66667,,,
E1785_287,,,,,0.5743
E1021_247,,0.49398000000000003,,,
E1980_425,,0.85141,,,
E798_345,,0.69076,,,
E935_265,,0.53012,,,
E325_361,,0.7228899999999999,,,
E441_322,,0.64458,,,
E615_52,,,0.10240999999999999,,
E803_3,,0.00402,,,
E1724_276,0.5522100000000001,,,,
E1465_482,,,0.96586,,
E1113_366,0.73293,,,,
E350_480,0.96185,,,,
E739_323,,0.64659,,,
E1960_150,0.2992,,,,
E778_248,0.49598000000000003,,,,
E1027_415,0.8313299999999999,,,,
E1044_332,,0.66466,,,
E882_367,0.7349399999999999,,,,
E1492_122,0.24297,,,,
E283_189,,0.37751,,,
E1534_475,0.95181,,,,
E349_480,,,0.96185,,
E285_412,,0.8253,,,
E1283_326,,0.65261,,,
E856_115,,,0.22891999999999998,,
E1840_449,,0.8996,,,
E1622_307,0.61446,,,,
E443_369,,0.7389600000000001,,,
E111_98,0.19478,,,,
E1910_379,0.7590399999999999,,,,
E1179_193,,,0.38554,,
E1717_88,0.1747,,,,
E40_362,,,0.7249,,
E212_94,,,,,0.18675
E601_188,,,0.3755,,
E1691_59,0.11647,,,,
E66_285,,,0.57028,,
E1117_314,,,0.62851,,
E754_121,0.24095999999999998,,,,
E403_302,0.60442,,,,
E626_293,,0.58635,,,
E1548_486,,0.9739,,,
E1868_316,,,0.63253,,
E1212_149,0.29719,,,,
E1919_459,,,0.9196799999999999,,
E974_66,,,0.13052,,
E1083_460,0.92169,,,,
E329_352,,,0.70482,,
E740_410,,,,0.82129,
E218_12,0.022090000000000002,,,,
E1460_363,,,0.7269100000000001,,
E858_28,,0.054220000000000004,,,
E1674_296,,,0.59237,,
E817_96,,0.19075999999999999,,,
E1700_462,,0.9257,,,
E743_65,,0.12850999999999999,,,
E1839_30,0.05823,,,,
E1845_131,,,0.26104,,
E178_297,,0.59438,,,
E1979_490,0.98193,,,,
E488_305,,0.61044,,,
E221_414,,0.8293200000000001,,,
E261_322,0.64458,,,,
E1531_241,0.48193,,,,
E1982_498,,,,0.9979899999999999,
E14_151,,0.3012,,,
E323_112,,0.22289,,,
E1600_49,,0.09639,,,
E1609_278,,0.5562199999999999,,,
E1831_159,0.31727,,,,
E1374_96,,0.19075999999999999,,,
E763_9,0.016059999999999998,,,,
E338_460,0.92169,,,,
E587_28,,,0.054220000000000004,,
E996_13,,,0.0241,,
E330_350,,,0.7008,,
E544_76,,0.1506,,,
E725_398,,,0.79719,,
E1610_134,,0.26707,,,
E91_24,,,0.04618,,
E1596_214,,0.42771000000000003,,,
E1890_147,,,0.29317,,
E1207_348,0.6967899999999999,,,,
E732_167,0.33333,,,,
E951_59,0.11647,,,,
E139_83,,,,0.16466,
E342_98,,,,,0.19478
E264_142,0.28313,,,,
E1042_164,0.32731,,,,
E1616_220,0.43976000000000004,,,,
E369_414,,0.8293200000000001,,,
E885_276,,,0.5522100000000001,,
E1233_221,,0.44177,,,
E1141_88,0.1747,,,,
E1368_192,,0.38353000000000004,,,
E612_13,,,0.0241,,
E1323_72,,0.14257,,,
E1545_495,,0.99197,,,
E1338_127,,,0.25301,,
E929_86,,,0.17068,,
E489_6,0.01004,,,,
E136_18,,0.03414,,,
E525_292,0.58434,,,,
E901_184,0.36746999999999996,,,,
E1756_55,,,0.10843,,
E146_422,,,0.8453799999999999,,
E857_367,0.7349399999999999,,,,
E28_183,,,0.36546,,
E109_334,,,0.66867,,
E1003_43,,,0.08434,,
E234_131,,,0.26104,,
E1527_162,0.32329,,,,
E543_147,,0.29317,,,
E308_62,,,0.12249000000000002,,
E456_151,0.3012,,,,
E1719_477,0.9558200000000001,,,,
E0_70,,,0.13855,,
E1203_99,,,0.19679000000000002,,
E792_216,,,0.43173,,
E1075_207,,0.41365,,,
E1824_433,,,0.8674700000000001,,
E1676_3,,,0.00402,,
E13_470,,0.9417700000000001,,,
E121_22,,0.04217,,,
E906_434,,,0.8694799999999999,,
E444_108,,,0.21486,,
E845_86,,,0.17068,,
E1200_418,,,,0.83735,
E1970_206,,0.41165,,,
E1197_233,,0.46586000000000005,,,
E1084_482,0.96586,,,,
E60_7,,,0.01205,,
E87_441,0.8835299999999999,,,,
E228_407,,,0.81526,,
E198_323,,0.64659,,,
E1726_471,,,0.94378,,
E51_426,,0.85341,,,
E1039_1,0.0,,,,
E1800_488,,,0.9779100000000001,,
E1863_288,,0.57631,,,
E1107_350,,,,0.7008,
E1100_397,0.79518,,,,
E943_19,0.03614,,,,
E265_337,0.6747,,,,
E1204_164,,0.32731,,,
E1480_223,,,0.44578,,
E1948_205,,0.40963999999999995,,,
E1049_363,,0.7269100000000001,,,
E926_309,0.61847,,,,
E1332_273,,,0.54618,,
E170_241,,,0.48193,,
E1898_304,,0.60843,,,
E1752_227,0.45382,,,,
E668_495,0.99197,,,,
E331_30,0.05823,,,,
E1612_152,,0.30321,,,
E478_338,,0.67671,,,
E847_263,,,0.5261,,
E939_406,0.81325,,,,
E1848_249,,,0.49799,,
E500_290,,0.58032,,,
E1654_439,,,0.8795200000000001,,
E459_358,0.71687,,,,
E955_334,,0.66867,,,
E518_34,,0.06627000000000001,,,
E823_171,,,0.34137,,
E17_26,,0.0502,,,
E1820_284,0.5682699999999999,,,,
E1519_46,0.09036,,,,
E356_248,,,0.49598000000000003,,
E1071_326,,,,,0.65261
E37_329,,0.65863,,,
E1191_157,,,,0.31325,
E18_460,,,0.92169,,
E442_183,,,0.36546,,
E284_365,0.73092,,,,
E1401_41,0.08032,,,,
E586_29,,0.056220000000000006,,,
E382_398,,,,,0.79719
E1493_54,0.10643,,,,
E719_307,,,0.61446,,
E68_227,0.45382,,,,
E1728_481,,,0.96386,,
E407_246,0.49196999999999996,,,,
E313_308,,,0.61647,,
E1392_152,0.30321,,,,
E707_464,0.9297200000000001,,,,
E1762_354,,,0.7088399999999999,,
E56_435,,,0.87149,,
E1231_53,,,0.10442,,
E1307_28,,0.054220000000000004,,,
E1830_7,0.01205,,,,
E1171_209,,0.41767,,,
E1135_371,,,0.74297,,
E1553_314,,0.62851,,,
E1986_25,,,0.04819,,
E1958_477,,,,0.9558200000000001,
E266_129,0.25703000000000004,,,,
E1826_21,0.04016,,,,
E1563_155,0.30924,,,,
E150_273,,0.54618,,,
E107_23,,,0.044180000000000004,,
E519_450,,,0.90161,,
E1720_238,,0.4759,,,
E157_453,,0.9076299999999999,,,
E1633_429,0.85944,,,,
E48_8,0.01406,,,,
E1774_235,,,0.46988,,
E672_478,,,,0.95783,
E418_291,0.58233,,,,
E1008_363,,,0.7269100000000001,,
E1814_447,,0.8955799999999999,,,
E781_429,,0.85944,,,
E1608_178,0.35541999999999996,,,,
E1922_91,,0.18072,,,
E1945_170,0.33936,,,,
E689_31,,0.060239999999999995,,,
E526_65,,0.12850999999999999,,,
E242_405,,0.81124,,,
E987_325,,,0.6506,,
E1528_106,,0.21084,,,
E1651_359,,,0.71888,,
E1862_123,,,0.24498000000000003,,
E805_354,,,0.7088399999999999,,
E976_266,,,0.53213,,
E1132_243,0.48594,,,,
E124_454,,,0.90964,,
E1801_56,,,0.11044000000000001,,
E574_358,,0.71687,,,
E1260_472,,0.94578,,,
E677_174,,0.34739000000000003,,,
E1990_421,0.8433700000000001,,,,
E1502_263,,,0.5261,,
E84_405,,0.81124,,,
E1178_419,0.83936,,,,
E985_277,,,0.5542199999999999,,
E1048_120,,,0.23895999999999998,,
E446_144,,0.28715,,,
E1606_284,,,0.5682699999999999,,
E1402_234,,,0.46787,,
E419_117,0.23293000000000003,,,,
E1520_451,0.90361,,,,
E852_343,0.68675,,,,
E1246_297,0.59438,,,,
E1009_160,,,0.31928,,
E70_54,0.10643,,,,
E1835_120,0.23895999999999998,,,,
E1973_480,,0.96185,,,
E110_46,,0.09036,,,
E402_235,,,0.46988,,
E1645_456,0.91365,,,,
E430_261,0.5220899999999999,,,,
E596_177,,,0.35341,,
E550_288,,,0.57631,,
E542_488,0.9779100000000001,,,,
E450_336,,,,0.67269,
E695_226,,,,,0.45181000000000004
E1888_486,,,0.9739,,
E393_476,,0.9538200000000001,,,
E1302_367,0.7349399999999999,,,,
E1262_211,,0.42168999999999995,,,
E509_18,,,0.03414,,
E1161_449,,0.8996,,,
E1057_57,0.11245,,,,
E1512_373,,0.7469899999999999,,,
E997_99,,0.19679000000000002,,,
E1790_419,,,0.83936,,
E1150_309,,0.61847,,,
E32_227,,0.45382,,,
E279_156,,0.31124,,,
E1201_162,0.32329,,,,
E1344_295,,0.59036,,,
E1625_288,,,0.57631,,
E232_188,,0.3755,,,
E848_33,,0.06426,,,
E938_224,,,0.44778999999999997,,
E1300_434,,0.8694799999999999,,,
E572_196,,,0.39157,,
E1181_314,,0.62851,,,
E1871_58,0.11445999999999999,,,,
E168_339,0.67871,,,,
E692_10,,,0.01807,,
E1270_328,,0.65663,,,
E536_395,,,0.7911600000000001,,
E1662_338,0.67671,,,,
E381_77,,,0.15261,,
E1730_259,,0.51807,,,
E205_59,,0.11647,,,
E1437_314,,0.62851,,,
E1650_178,,0.35541999999999996,,,
E1946_405,,,,,0.81124
E1482_103,,,0.20481999999999997,,
E233_163,,,,,0.3253
E1521_185,,0.36948000000000003,,,
E1514_176,,,0.35141,,
E1870_225,,,,,0.4498
E377_372,,,0.74498,,
E1638_103,0.20481999999999997,,,,
E1723_393,0.78715,,,,
E1696_478,,,0.95783,,
E557_158,0.31526,,,,
E577_292,,0.58434,,,
E791_175,,0.3494,,,
E836_361,,0.7228899999999999,,,
E933_146,0.29116,,,,
E1393_87,,,0.17269,,
E1935_60,0.11847,,,,
E1571_92,,,0.18273,,
E538_146,,,0.29116,,
E511_36,,0.07028,,,
E22_122,0.24297,,,,
E891_488,0.9779100000000001,,,,
E865_395,0.7911600000000001,,,,
E1894_333,,,,,0.66667
E1813_332,,,0.66466,,
E759_4,0.00602,,,,
E1404_354,,0.7088399999999999,,,
E345_228,,0.45582,,,
E1447_335,0.67068,,,,
E1491_191,0.38153000000000004,,,,
E1312_182,0.36345,,,,
E303_107,,0.21285,,,
E1634_348,,,,,0.6967899999999999
E1867_357,,0.71486,,,
E647_458,,,0.9176700000000001,,
E655_270,,0.5401600000000001,,,
E114_206,,,0.41165,,
E892_416,,,0.8333299999999999,,
E1288_243,,0.48594,,,
E355_318,0.63655,,,,
E1481_113,0.2249,,,,
E822_458,,0.9176700000000001,,,
E395_304,,,0.60843,,
E1902_96,,,0.19075999999999999,,
E1968_452,,,,,0.9056200000000001
E789_8,,,0.01406,,
E786_197,,,,,0.39357
E947_88,,,0.1747,,
E1967_142,,,0.28313,,
E1046_498,,,0.9979899999999999,,
E1572_412,,,0.8253,,
E81_19,0.03614,,,,
E80_348,0.6967899999999999,,,,
E1098_236,,0.47189,,,
E1074_177,0.35341,,,,
E554_76,0.1506,,,,
E936_449,0.8996,,,,
E1088_446,0.8935700000000001,,,,
E145_314,0.62851,,,,
E204_269,,0.53815,,,
E1162_193,0.38554,,,,
E1426_423,,0.84739,,,
E410_204,,0.40763,,,
E1076_84,,0.16667,,,
E309_499,,,1.0,,
E26_237,,,0.4739,,
E963_149,,,0.29719,,
E1305_167,,,0.33333,,
E346_180,,,0.35944,,
E1829_154,,,0.30723,,
E1068_468,,,0.93775,,
E549_412,0.8253,,,,
E1886_479,,,0.9598399999999999,,
E687_171,,,0.34137,,
E1995_46,,,0.09036,,
E1487_266,,0.53213,,,
E274_36,0.07028,,,,
E909_308,,,0.61647,,
E1758_312,,0.6245,,,
E1667_184,0.36746999999999996,,,,
E53_360,,,0.72088,,
E99_46,,0.09036,,,
E294_151,0.3012,,,,
E1253_239,0.47791000000000006,,,,
E392_257,,,0.5140600000000001,,
E1646_492,0.9859399999999999,,,,
E1287_118,,,0.23494,,
E383_78,,,0.15462,,
E835_245,,0.48996000000000006,,,
E201_117,,,,,0.23293000000000003
E1663_279,0.55823,,,,
E495_165,,0.32932,,,
E1833_403,,0.80723,,,
E427_117,,0.23293000000000003,,,
E930_241,,,,,0.48193
E1400_116,0.23092,,,,
E816_480,,0.96185,,,
E746_143,,0.28514,,,
E1701_161,,0.32129,,,
E1348_198,0.39558000000000004,,,,
E186_392,,0.78514,,,
E433_402,,,0.8052199999999999,,
E112_63,,0.1245,,,
E493_234,,,0.46787,,
